Name,Website,Description,Growth Score,Mindshare Score,Weekly Momentum,Employee Count,Employee Count Last Month,Employees Added This Month,Employee Growth Last Mo,Employee Count 6 Months Ago,Employees Added Last 6 Months,Employee Growth Last 6 Months,Est. Monthly Uniques,Est. Monthly Uniques Week Ago,Monthly Uniques Week Over Week Growth,Est. Monthly Uniques Month Ago,Monthly Uniques Month Over Month Growth,Est. Mobile Downloads,Est. Monthly Mobile Downloads Week Ago,Monthly Mobile Downloads Week Over Week Growth,Est. Monthly Mobile Downloads Month Ago,Monthly Mobile Downloads Month Over Month Growth,Months Since Last Funding,Employees Added Since Last Funding,New Person Months Since Last Funding,New Funding Employee Growth,Founded,Stage,Investors,Total Funding,Last Funding,Last Funding Amount,Location,City,Region,State,Country,Continent,Business Models,Industries,Keywords,Has Mobile App,Has Google Play App,Has iTunes App
GrabCAD,grabcad.com,"Develop great products faster with 3D printing solutions, free CAD models, and access to the world's largest community of engineers, designers and manufacturers.",270,238,288,87,86,1,1%,80,7,9%,"954,781","958,623",0%,"970,308",-2%,,,,,,53,29,475,17157.89,2009,Exited (acquired),"Alex Ott,Angus Davis,Astrec Baltic,Atlas Venture,Boston 2011 Spring,Charles River Ventures (CRV),David Sacks,Eesti Arengufond,John McEleney,Jon Stevenson,Matrix Partners,NextView Ventures,Seedcamp,Seedcamp 2011,Techstars",$13.3M,2012-10-16,"$8,150,000",Boston,Cambridge,Boston,MA,United States,North America,"B2B,B2C","finance,hardware,hardware peripherals,human resources hr","collaboration,community,engineering,home & garden",Yes,Yes,No
API Technologies,apitech.com,A description for Magnum Microwave is coming soon.,270,270,1001,337,328,9,3%,285,52,18%,"19,898","20,252",-2%,"15,420",29%,,,,,,,,,Undisclosed,,Exited (acquired),,Undisclosed,,Undisclosed,Boston,Marlborough,Boston,MA,United States,North America,B2B,"hardware,hardware peripherals,information security,physical security,security",,No,No,No
Guenstiger.de,guenstiger.de,"Guenstiger.de GmbH is a leading price comparison service for products in the area of telecommunications, computers, consumer electronics",269,269,-88,16,17,-1,-6%,16,0,0%,"1,138,298","1,152,027",-1%,"1,201,181",-5%,,,,,,,,,Undisclosed,1999,Exited (acquired),,Undisclosed,,Undisclosed,Deutsch,Deutsch,,,Germany,Europe,B2C,"hardware,hardware peripherals",,Yes,Yes,No
Level One Communications,level1.com,,266,266,0,,,,,,,,,,,,,,,,,,,,,Undisclosed,1991,Exited (acquired),,Undisclosed,,Undisclosed,Brazil,,,,Brazil,South America,,"consumer electronics,hardware,manufacturing,network infrastructure",,No,No,No
PennEngineering Motion Technologies,pemnet.com,"PennEngineering has enjoyed a sustained history as a global leader in the fastening industry since our founding in 1942. PEM(r), the company's leading brand has been recognized as the premier product in the thin sheet fastening industry for over 70 years. Today, our expanding portfolio of fastener designs and technologies continues to keep pace with the challenges presented by an ever-evolving marketplace. PennEngineering companies provide fastener and fastener installation design and product solutions worldwide for diverse industries",263,263,202,263,,,,,,,,,,,,,,,,,,,,Undisclosed,1942,Exited (acquired),,Undisclosed,,Undisclosed,Danboro,Danboro,,,United States,North America,,"hardware,hardware peripherals,transportation",,No,No,No
Unisteel,unisteeltech.com,"Unisteel Technology, an innovation-driven solution provider cum fabricator of precision components and assemblies with multi-disciplinary",262,262,-229,69,67,2,3%,56,13,23%,5,5,0%,3,67%,,,,,,,,,Undisclosed,,Exited (acquired),,Undisclosed,,Undisclosed,Singapore,Singapore,,,Singapore,Asia,,"hardware,hardware peripherals",,No,No,No
E Ink,eink.com,Leading electronic paper display (EPD) provider to the eBook market; learn how E Ink's electronic ink technology works.,260,120,263,359,355,4,1%,338,21,6%,"58,870","57,730",2%,"54,957",7%,,,,,,205,123,2298,16100.96,,Exited (acquired),"Atlas Venture,Hearst Ventures,Interpublic Group,Motorola Solutions,Motorola Solutions Venture Capital",$52.8M,2000-01-27,"$37,000,000",Boston,Cambridge,Boston,MA,United States,North America,B2B,"consumer electronics,hardware,hardware peripherals,publishing",,No,No,No
Trilliant,trilliantinc.com,"Trilliant helps deploy a broad set of smart grid initiatives such as advanced metering, distribution automation, demand response and distributed energy resources.",260,186,105,230,229,1,0%,226,4,2%,881,"1,251",-30%,"2,529",-65%,,,,,,74,64,1174,Undisclosed,1985,Exited (acquired),"ABB Technology Ventures,August Capital,GE Capital,General Electric,Invesco Perpetual,Investor Growth Capital,MissionPoint Capital Partners,Mobius Venture Capital,Nexit Ventures,Palo Alto Investors,SAIF Partners,Selby Ventures,UMC Capital,VantagePoint Capital Partners,Zouk Capital",$214.4M,2010-12-21,Undisclosed,Bay Area,Redwood City,Bay Area,CA,United States,North America,B2B,"cleantech,energy,enterprise software,hardware,internet of things,wind power",smart grid,No,No,No
Drew Technologies,drewtech.com,"Drew Tech is a Tier 1 supplier to many automakers worldwide,",256,256,926,,,,,,,,"2,143","1,999",7%,"1,104",94%,,,,,,,,,Undisclosed,1996,Exited (acquired),,Undisclosed,,Undisclosed,Ann Arbor,Ann Arbor,,MI,United States,North America,,"automotive,hardware,hardware peripherals,healthcare,medical diagnostics",,No,No,No
California Micro Devices,cmd.com,California Micro Devices Corporation is a leading supplier of application specific analog and mixed signal semiconductor products for the,253,253,570,33,33,0,0%,33,0,0%,9,5,80%,2,350%,,,,,,,,,Undisclosed,,Exited (acquired),,Undisclosed,,Undisclosed,United States,,,,United States,North America,B2B,"cleantech,entertainment,hardware,hardware peripherals,semiconductors,solar power",,No,No,No
Luvata Group,luvata.com,Luvata -Heat Transfer Solutions offering to the HVAC&R markets is among the broadest in the world.,252,252,171,,,,,,,,,,,,,,,,,,,,,Undisclosed,,Exited (acquired),,Undisclosed,,Undisclosed,United Kingdom,,,,United Kingdom,Europe,,"automotive,cleantech,hardware,hardware peripherals,solar power",,No,No,No
Lantiq,lantiq.com,"Lantiq, a leading supplier of broadband access and home networking technologies",251,251,-154,600,595,5,1%,583,17,3%,836,765,9%,832,0%,,,,,,,,,Undisclosed,,Exited (acquired),,Undisclosed,,Undisclosed,Neubiberg,Neubiberg,,,Germany,Europe,,"data storage,hardware,hardware peripherals,information security,internet of things,physical security,security,storage",,No,No,No
Riverbed Technology,riverbed.com,"Riverbed provides integrated SD-WAN, WAN Optimization, Performance Management and Cloud-Ready Branch solutions to drive the cloud-centric enterprise",250,170,-168,"2,361","2,390",-29,-1%,"2,543",-182,-7%,"322,078","324,812",-1%,"332,180",-3%,,,,,,133,69,6513,1074.77,2002,Exited (acquired),"Accel Partners,Goldman Sachs,Greylock Partners,Lightspeed Venture Partners,Matrix Partners,Mayfield Fund,Pilot House Ventures,StarVest Partners,Symantec,Wing Venture Capital",$35.4M,2006-02-07,"$7,000,000",Bay Area,San Francisco,Bay Area,CA,United States,North America,B2B,"communications equipment,data storage,enterprise software,hardware,information security,network / hosting / infrastructure,security,storage",,No,No,No
Exablox,exablox.com,"Exablox provides a scale-out, cloud-based storage and data management solution.",249,254,861,51,51,0,0%,58,-7,-12%,"28,477","29,859",-5%,"26,052",9%,,,,,,22,-1,106,66037.74,2009,Exited (acquired),"DCM Ventures,Dell Ventures,Norwest Venture Partners,Toshiba America Electronic Components,US Venture Partners",$52.5M,2015-05-18,"$7,000,000",Bay Area,Sunnyvale,Bay Area,CA,United States,North America,B2B,"cleantech,computer hardware,data storage,enterprise software,hardware,information security,physical storage,security,storage,wind power",,No,No,No
MICO designs,mico.com,"MICO, Inc. designs, manufacturers, and sells quality hydraulic components and brake systems for heavy duty, off-road vehicles and equipment.",245,245,692,139,139,0,0%,,,,242,,,,,,,,,,,,,Undisclosed,1946,Exited (acquired),,Undisclosed,,Undisclosed,North Mankato,North Mankato,,MN,United States,North America,,"hardware,hardware peripherals",,No,No,No
Contemporary Computer Services,ccsinet.com,"Contemporary Computer Services, Inc., a technology integrating and service providing company, designs information technology solutions.",243,243,271,32,32,0,0%,31,1,3%,12,14,-14%,4,200%,,,,,,,,,Undisclosed,1974,Exited (acquired),,Undisclosed,,Undisclosed,New York,Bohemia,New York,NY,United States,North America,B2B,"data storage,e-commerce,hardware,hardware peripherals,information security,physical security,security,storage",,No,No,No
Geometric Limited,geometricglobal.com,"Geometric is a specialist in the domain of PLM Engineering Services Embedded systems & Technologies, helping manufacturers achieve their business goals",242,242,601,"2,920","2,921",-1,0%,,,,"110,021","120,967",-9%,"114,794",-4%,,,,,,,,,Undisclosed,1994,Exited (acquired),,Undisclosed,,Undisclosed,Navi Mumbai,Navi Mumbai,,,India,Asia,,"cleantech,hardware,hardware peripherals,legal,wind power",,No,No,No
BridgeLux,bridgelux.com,Develops and manufactures solid-state lighting and light-emitting diode components for use in diverse exterior and interior lighting applications.,242,193,-88,174,177,-3,-2%,186,-12,-6%,"4,302","4,252",1%,"4,464",-4%,,,,,,61,43,1853,13491.64,2002,Exited (acquired),"Chrysalix EVC,Chrysalix Energy,Coyote Ridge Ventures,Craton Equity Partners,DCM Ventures,El Dorado Ventures,Harris & Harris Group,Kaistar Lighting,Passport Capital,Streamlined Ventures,VantagePoint Capital Partners",$181.5M,2012-02-13,"$25,000,000",Bay Area,Livermore,Bay Area,CA,United States,North America,B2B,"cleantech,energy,hardware,hardware peripherals,semiconductors,wind power",manufacturing,No,No,No
DENTSPLY International,dentsply.com,"DENTSPLY's broad global product platform helps dental professionals serve patients' oral health care for a lifetime, from preventive",239,239,642,"3,736","3,726",10,0%,"3,673",63,2%,"36,310","30,137",20%,"26,735",36%,,244,,539,,,,,Undisclosed,1899,Exited (acquired),,Undisclosed,,Undisclosed,York,York,Boston,PA,United States,North America,,"hardware,hardware peripherals,healthcare,medical devices,medical diagnostics,pharmaceuticals",,Yes,No,Yes
"Industrial Magnetics, Inc.",magnetics.com,"Industrial Magnetics, Inc. designs, engineers and manufactures industrial magnets for work holding, lifting, fixturing, conveying and magnetic separation.",238,238,6,28,28,0,0%,,,,733,720,2%,681,8%,,,,,,,,,Undisclosed,1961,Exited (acquired),,Undisclosed,,Undisclosed,Boyne City,Boyne City,,MI,United States,North America,,"cleantech,hardware,hardware peripherals,wind power",,No,No,No
Geo Semiconductor,geosemi.com,Geo Semiconductor is a fabless semiconductor company that designs video and geometry processing integrated circuits (ICs).,235,205,559,73,68,5,7%,69,4,6%,36,29,24%,48,-25%,,,,,,45,26,635,8905.25,2009,Exited (acquired),"Harris & Harris Group,Montage Capital,Panasonic",$32.9M,2013-06-12,"$5,654,833",Bay Area,San Jose,Bay Area,CA,United States,North America,B2B,"consumer electronics,hardware,hardware peripherals,healthcare,information security,pharmaceuticals,physical security,security,semiconductors",,No,No,No
O3b Networks,o3bnetworks.com,"O3b has built a next-generation satellite network, providing billions of people in 180 countries with low cost, high speed Internet and mobile connectivity.",234,41,218,232,227,5,2%,204,28,14%,"5,016","5,031",0%,"5,285",-5%,,,,,,15,59,522,881226.05,2007,Exited (acquired),"Allen & Company,Development Bank of Southern Africa,Google,HSBC,Liberty Global Ventures,Luxempart,North Bridge,SES,Satya Capital",$1.7B,2015-12-10,"$460,000,000",Den Hague,Den Hague,,,Netherlands,Europe,B2B,"enterprise software,hardware,hardware peripherals,information security,security,telecommunications",,No,No,No
Ai Squared,aisquared.com,"For over 20 years, Ai Squared has been building world-class solutions making computers and the Internet accessible. We have a solution to fit your needs.",233,233,311,,,,,,,,,,,,,,,,,,,,,Undisclosed,1987,Exited (acquired),,Undisclosed,,Undisclosed,Manchester Center,Manchester Center,,VT,United States,North America,,"hardware,hardware peripherals,information security,security",,No,No,No
tindie,tindie.com,Tindie is a marketplace for maker made products.,233,235,60,1,2,-1,-50%,4,-3,-75%,"235,691","237,762",-1%,"257,321",-8%,,,,,,51,-1,51,23529.41,2012,Exited (acquired),"Andreessen Horowitz,Founders' Coop,Joshua Schachter,Slow Ventures,Version One Ventures",$1.2M,2012-12-17,"$1,200,000",Bay Area,San Francisco,Bay Area,CA,United States,North America,"B2B,B2C,Marketplace","e-commerce,hardware,internet of things,software development","consumer electronics,hardware,manufacturing ,open source",No,No,No
Park Place Technologies,parkplacetechnologies.com,"Provides maintenance for post-warranty storage, server and network infrastructure hardware.",230,230,17,292,291,1,0%,253,39,15%,230,247,-7%,354,-35%,,,,,,,,,Undisclosed,1991,Exited (acquired),WestView Capital Partners,$0,,Undisclosed,Cleveland,Mayfield Heights,Cleveland,OH,United States,North America,B2B,"customer support,data storage,hardware,hardware peripherals,human resources hr,storage",,No,No,No
Heat Transfer Products Group,htpgusa.com,Heat Transfer Products Group designs and manufactures heat transfer components and equipment for refrigeration applications in the food,230,230,-330,64,64,0,0%,64,0,0%,102,48,113%,23,343%,,,,,,,,,Undisclosed,,Exited (acquired),,Undisclosed,,Undisclosed,Atlanta,Duluth,Atlanta,GA,United States,North America,B2B,"cleantech,food & beverages,hardware,hardware peripherals,wind power",,No,No,No
VisualSonics,visualsonics.com,"FUJIFILM VisualSonics: First to bring the world cutting edge ultra high frequency, high resolution ultrasound and photoacoustics technologies with our Vevo Imaging Systems.",230,230,249,86,89,-3,-3%,87,-1,-1%,314,316,-1%,387,-19%,,,,,,,,,Undisclosed,2002,Exited (acquired),,Undisclosed,,Undisclosed,Toronto,Toronto,,ON,Canada,North America,B2B,"biotechnology,e-commerce,hardware,hardware peripherals,healthcare,medical devices,pharmaceuticals",,No,No,No
Movidius,movidius.com,"Welcome to the Movidius | Visual Sensing for the Internet of Things page of Movidius. We are the world leader in machine vision technology, providing visual intelligence to the next generation of connected devices.",229,48,-226,159,154,5,3%,108,51,47%,652,650,0%,370,76%,,,,,,23,85,624,64102.56,2005,Exited (acquired),"AIB Seed Capital Fund,ARCH Venture Partners,Atlantic Bridge Ventures,Capital-E,Celtic House Venture Partners,China Minsheng Bank,Draper Esprit,Draper Fisher Jurvetson (DFJ),Dublin Business Innovation Centre,Emertec,Enterprise Equity Limited,Enterprise Ireland,Robert Bosch Venture Capital,Summit Bridge Capital,Sunny Optical Technology Group",$86.5M,2015-04-14,"$40,000,000",Bay Area,San Mateo,Bay Area,CA,United States,North America,B2B,"cleantech,enterprise software,hardware,hardware peripherals,human resources hr,internet of things,semiconductors,wind power",,No,No,No
Trimble,trimble.com,"Trimble develops positioning technology solutions for surveying, construction, agriculture, public safety and mapping purposes.",229,229,633,"4,104","4,055",49,1%,"3,810",294,8%,"479,515","489,078",-2%,"494,626",-3%,114,114,0%,72,58%,,,,Undisclosed,1978,Exited (acquired),"Asset Management Ventures (AMV),In-Q-Tel",$0,,Undisclosed,Bay Area,Sunnyvale,Bay Area,CA,United States,North America,"B2B,SaaS","agriculture,drones,enterprise software,hardware,hardware peripherals,mobile",construction,Yes,Yes,Yes
SMC Networks,smc.com,"SMC Networks develops network interface cards (NICs), stackable, dual speed hubs and ethernet switches.",228,228,858,130,132,-2,-2%,139,-9,-6%,"18,107","16,129",12%,"28,702",-37%,,,,,,,,,Undisclosed,1971,Exited (acquired),,Undisclosed,,Undisclosed,Los Angeles,Irvine,Los Angeles,CA,United States,North America,,"hardware,hardware peripherals",,No,No,No
iders,iders.ca,iders Incorporated a Canadian electronic product design and manufacturing company for the rail industry.,228,228,242,29,29,0,0%,,,,4,,,,,,,,,,,,,Undisclosed,,Exited (acquired),,Undisclosed,,Undisclosed,Canada,,,,Canada,North America,,"computer hardware,hardware,physical security,security",,No,No,No
NICE Software,nice-software.com,"NICE delivers comprehensive Grid & Cloud Solutions for companies and institutions, increasing user productivity to access applications and computing resources.",225,225,0,,,,,,,,,,,,,,,,,,,,,Undisclosed,1995,Exited (acquired),,Undisclosed,,Undisclosed,Asti,Asti,,,Italy,Europe,,"hardware,hardware peripherals",,No,No,No
Cloud Cap Technology,cloudcaptech.com,"Cloud Cap Technology is the leader in autonomous Unmanned Aircraft Systems (UAS) and also specializes in stabilized camera gimbals applicable to both unmanned and manned safety, surveillance, and resource applications.",225,225,394,29,,,,,,,"1,256","1,382",-9%,856,47%,,,,,,,,,Undisclosed,1999,Exited (acquired),,Undisclosed,,Undisclosed,Portland,Portland,Portland,OR,United States,North America,"B2B,B2C","data storage,drones,hardware,hardware peripherals,human resources hr,information security,physical security,security,storage",,No,No,No
Summa BVBA,summa.eu,"For nearly three decades, Summa has offered the highest quality vinyl cutters, thermal printer-cutters, and flatbed cutters for the sign-making industry.",224,224,-239,26,26,0,0%,24,2,8%,84,87,-3%,100,-16%,,,,,,,,,Undisclosed,1999,Exited (acquired),,Undisclosed,,Undisclosed,Gistel,Gistel,,,Belgium,Europe,,"hardware,hardware peripherals,healthcare,medical devices",,No,No,No
