CrunchBase Name,Name,Website,Description,Growth Score,Mindshare Score,Weekly Momentum,Employee Count,Employee Count Last Month,Employees Added This Month,Employee Growth Last Mo,Employee Count 6 Months Ago,Employees Added Last 6 Months,Employee Growth Last 6 Months,Est. Monthly Uniques,Est. Monthly Uniques Week Ago,Monthly Uniques Week Over Week Growth,Est. Monthly Uniques Month Ago,Monthly Uniques Month Over Month Growth,Est. Mobile Downloads,Est. Monthly Mobile Downloads Week Ago,Monthly Mobile Downloads Week Over Week Growth,Est. Monthly Mobile Downloads Month Ago,Monthly Mobile Downloads Month Over Month Growth,Months Since Last Funding,Employees Added Since Last Funding,New Person Months Since Last Funding,New Funding Employee Growth,Founded,Stage,Investors,Total Funding,Last Funding,Last Funding Amount,Location,City,Region,State,Country,Continent,Business Models,Industries,Interested,Alert,Custom List,Public List,Keywords,Has Mobile App,Has Google Play App,Has iTunes App,Date Added,crunchbase_uuid,type,primary_role,name,crunchbase_url,homepage_domain,homepage_url,profile_image_url,facebook_url,twitter_url,linkedin_url,stock_symbol,location_city,location_region,location_country_code,short_description,people
callidus-software,CallidusCloud,calliduscloud.com,"Callidus Software Inc. (NASDAQ:CALD), doing business as CallidusCloud, is a leading provider of cloud software. CallidusCloud enables organizations to drive performance and productivity across their business with our hiring, learning, marketing and selling clouds. From back office to the field, from desktop to mobile, we ensure organizations have the right tools to be more effective and perform better.The combined power of our clouds, our people and our partners fuels growth, empowers the work force and delivers real value. CallidusCloud drives performance and productivity for over 1500 leading organizations. Small, medium and large enterprises across multiple industries and geographies rely on CallidusCloud for quicker hiring, simpler learning, better marketing and smarter selling. Specialties: Incentive Compensation, Sales Performance, Sales Coaching, Sales Assessments, Sales Enablement, SaaS, Marketing Automation, CPQ, Territory & Quota Management, Sales Onboarding, Mobile Learning, Sales Gamification, Channel Management, Big Data, Sales Analytics",561,-85,284,"1,088","1,071",17,2%,988,100,10%,"53,656","57,729",-7%,"61,066",-12%,,134,,283,,86,558,12443,36.16,1996,Exited (ipo),Vedanta Capital,"$450,000Â ",1/8/10,"$450,000 ",Bay Area,Pleasanton,Bay Area,CA,United States,North America,B2B,"analytics,enterprise software,finance,human resources hr,marketing,marketing analytics",0,0,0,0,,Yes,No,Yes,4/4/13,3559bf62-1060-ec38-e392-d37a245f8fe1,Organization,company,CallidusCloud / Callidus Software,https://www.crunchbase.com/organization/callidus-software?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,calliduscloud.com,http://www.calliduscloud.com,https://www.crunchbase.com/organization/callidus-software/primary-image/raw,http://www.facebook.com/CallidusSoftware,http://twitter.com/CallidusCloud,http://www.linkedin.com/groups?gid=1829380,NASDAQ:CALD,Dublin,California,USA,Callidus Software Inc. (doing business as CallidusCloud) provides sales effectiveness software and services.,
eximsoft-trianz,Trianz,trianz.com,"Trianz IT Services, Consulting and Technology Solutions - Enabling strategic execution to deliver results from a top management perspective, predictably.",561,-85,0,"1,157","1,074",83,8%,959,198,21%,"8,107","7,797",4%,"7,913",2%,,,,,,122,558,9954,1406.47,2001,Late,New York Life Investment Management,$14.0MÂ ,1/16/07,"$14,000,000 ",Bay Area,Santa Clara,Bay Area,CA,United States,North America,B2B,"analytics,consulting,data storage,e-commerce,human resources hr,information security,marketing,marketing analytics,security,storage",0,0,0,0,,No,No,No,4/4/13,bd32d065-85cd-e828-b5bb-b0c2e1c79d7e,Organization,company,EximSoft-Trianz,https://www.crunchbase.com/organization/eximsoft-trianz?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,trianz.com,http://www.trianz.com,https://www.crunchbase.com/organization/eximsoft-trianz/primary-image/raw,http://www.facebook.com/Trianz,http://twitter.com/trianz,http://www.linkedin.com/company/trianz,:,Bangalore,Karnataka,IND,"EximSoft-Trianz provides mobile software solutions and consulting services in North America, Europe, Japan and India.",
mapr-technologies,MapR Technologies,mapr.com,"MapR Technologies provides an enterprise-grade, big data platform that supportsÂ mission-critical and real-time production uses.",562,10,200,508,500,8,2%,456,52,11%,"300,241","298,800",0%,"298,629",1%,,,,,,7,74,215,232558.14,2009,Late,"Future Fund,Lightspeed Venture Partners,Mayfield Fund,New Enterprise Associates,Qualcomm Ventures,Redpoint Ventures",$224.0MÂ ,8/11/16,"$50,000,000 ",Bay Area,San Jose,Bay Area,CA,United States,North America,B2B,"analytics,cloud computing,data storage,enterprise software,information security,marketing,marketing analytics,security,software development,storage",0,0,0,0,"big data,hadoop,open source",No,No,No,4/4/13,ba0e5e98-84bc-8961-8a97-a6b062f3e56b,Organization,company,MapR Technologies,https://www.crunchbase.com/organization/mapr-technologies?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,mapr.com,http://www.mapr.com,https://www.crunchbase.com/organization/mapr-technologies/primary-image/raw,http://www.facebook.com/maprtech,http://twitter.com/mapr,http://www.linkedin.com/company/mapr-technologies,:,San Jose,California,USA,"MapR Technologies is an enterprise software company headquartered in San Jose, California. MapR provides the MapR Converged Data Platform.",
salsify,Salsify,salsify.com,"Salsify enables e-commerce, marketing, and sales teams to create, manage, optimize, and syndicate detailed product content & digital assets from a single place.",567,68,70,129,128,1,1%,116,13,11%,"74,970","70,684",6%,"54,409",38%,,,,,,2,22,22,1363636.36,2012,C,"Matrix Partners,Michael Skok,North Bridge,Underscore VC,Venrock",$54.6MÂ ,1/18/17,"$30,000,000 ",Boston,Boston,Boston,MA,United States,North America,"B2B,SaaS","analytics,enterprise software,human resources hr,marketing,marketing analytics",0,0,0,0,"cms,collaboration,manufacturing",No,No,No,9/13/13,b942fe51-2010-054a-c5d1-0dcc1f48794c,Organization,company,Salsify,https://www.crunchbase.com/organization/salsify?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,salsify.com,http://salsify.com,https://www.crunchbase.com/organization/salsify/primary-image/raw,https://www.facebook.com/512732608773036,http://twitter.com/Salsify,http://www.linkedin.com/company/salsify,:,Boston,Massachusetts,USA,Salsify provides cloud-based product content management solutions and enables businesses to exchange high-quality content.,
thoughtspot,ThoughtSpot,thoughtspot.com,"ThoughtSpot has developed a relational search engine for relational databases - designed to scale across all any data source - cloud, desktop, Hadoop, data warehouses - and process terabytes of data while still returning answers in milliseconds. We help any employee get answers in seconds from their company data. As soon as you start typing in our search box, charts pop-up.",572,219,22,161,154,7,5%,134,27,20%,"13,916","13,409",4%,"11,955",16%,,,,,,5,36,122,Undisclosed,2012,C,"General Catalyst Partners,Geodesic Capital,Hewlett Packard Pathfinder,Khosla Ventures,Lightspeed Venture Partners",$90.7MÂ ,10/17/16,Undisclosed,Bay Area,Palo Alto,Bay Area,CA,United States,North America,"B2B,SaaS","analytics,data storage,enterprise software,human resources hr,information security,marketing,security,storage",0,0,0,0,"big data,business intelligence",No,No,No,4/29/14,3ac9c01e-847f-752a-181b-0f2828571088,Organization,company,ThoughtSpot,https://www.crunchbase.com/organization/thoughtspot?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,thoughtspot.com,http://thoughtspot.com,https://www.crunchbase.com/organization/thoughtspot/primary-image/raw,http://www.facebook.com/ThoughtSpot,http://twitter.com/thoughtspot,http://www.linkedin.com/company/thoughtspot,:,Palo Alto,California,USA,Search-driven Analytics for the Enterprise. New breed of Relational Search Engine designed for data analytics.,
c1x,C1X,c1exchange.com,C1X is a digital advertising hybrid engine.,574,292,1260,57,50,7,14%,33,24,73%,"1,251","1,231",2%,,,,,,,,5,31,66,128787.88,2014,B,"Mitsui & Co. Global Investment,Mobile Internet Capital,NEC,University of Tokyo Edge Capital,Venture Labo Investment",$13.6MÂ ,10/13/16,"$8,500,000 ",San Jose,San Jose,,CA,United States,North America,B2B,"advertising,analytics,enterprise software,marketing,marketing analytics",0,0,0,0,,No,No,No,8/21/15,e0ccb315-f60c-80b4-7ab8-3c00dbac7651,Organization,company,C1X Inc.,https://www.crunchbase.com/organization/c1x?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,c1exchange.com,http://c1exchange.com,https://www.crunchbase.com/organization/c1x/primary-image/raw,https://www.facebook.com/c1exchange,https://twitter.com/C1exchange,https://www.linkedin.com/company/c1x-inc-,:,San Jose,California,USA,"C1X is a full-stack, premium adtech and martech platform for premium advertisers, advertising agencies and premium publishers.",
callminer,CallMiner,callminer.com,Elevate the customer experience and improve agent performance with customer engagement analytics from CallMiner. Learn more.,574,534,524,139,136,3,2%,130,9,7%,"2,142","2,165",-1%,"1,226",75%,,,,,,14,14,197,30456.85,2002,Late,"Florida Growth Fund,In-Q-Tel,Inflexion Partners,Intersouth Partners,NewSpring Capital,Sigma Partners,Sigma Prime Ventures",$60.1MÂ ,1/6/16,"$6,000,000 ",Boston,Waltham,Boston,MA,United States,North America,B2B,"analytics,customer support,enterprise software,human resources hr,marketing,marketing analytics",0,0,0,0,,No,No,No,4/4/13,ca8ddafc-1ce2-d9af-d4c8-e5e24b53bdda,Organization,company,CallMiner,https://www.crunchbase.com/organization/callminer?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,callminer.com,http://www.callminer.com,https://www.crunchbase.com/organization/callminer/primary-image/raw,http://www.facebook.com/CallMinerInc,http://twitter.com/CallMiner,http://www.linkedin.com/company/callminer,:,Fort Myers,Florida,USA,CallMiner provides conversational analytics solutions for improving agent performance and quality management across all contact channels.,
constant-contact,Constant Contact,constantcontact.com,"With Constant Contact, you can create effective email marketing and other online marketing campaigns to meet your business goals. Start your FREE trial today!",579,389,575,"1,310","1,274",36,3%,"1,108",202,18%,"8,875,442","8,908,622",0%,"9,192,947",-3%,454,758,-40%,677,-33%,81,172,2884,1268.97,1998,Exited (acquired),"DFJ Gotham Ventures,Greylock Partners,Hudson Ventures,Investor Growth Capital,Kindred Partners,Longworth Venture Partners,Springboard Enterprises",$3.7MÂ ,6/3/10,"$3,659,714 ",Boston,Waltham,Boston,MA,United States,North America,"B2B,SaaS","advertising,analytics,email,enterprise software,human resources hr,marketing,marketing analytics",0,0,0,0,"digital marketing,email marketing,small & medium sized business,social media marketing",Yes,Yes,Yes,4/4/13,354cf6ee-7960-739d-9944-473e04586006,Organization,company,Constant Contact,https://www.crunchbase.com/organization/constant-contact?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,constantcontact.com,http://www.constantcontact.com,https://www.crunchbase.com/organization/constant-contact/primary-image/raw,http://www.facebook.com/constantcontact,http://twitter.com/constantcontact,http://www.linkedin.com/company/constant-contact,NASDAQ:CTCT,Waltham,Massachusetts,USA,"Constant Contact provides email, social media and event marketing tools to help small businesses grow their customer base.",
dealer-com,Dealer.com,dealer.com,"Dealer.com offers the best in Automotive marketing and operations tools, support, and services: Advertising, Websites, Inventory, SEO for car dealerships.",581,-142,600,"1,285","1,272",13,1%,"1,207",78,6%,"793,911","788,581",1%,"746,437",6%,,,,,,66,648,17820,Undisclosed,1997,Exited (acquired),"Accel Partners,Apax Partners,Klass Capital",$5.0MÂ ,8/25/11,Undisclosed,Burlington,Burlington,,VT,United States,North America,"B2B,Consulting,Lead Generation","advertising,analytics,automotive,enterprise software,marketing,marketing analytics,media,software development",0,0,0,0,"brand marketing,cms,sales,social media",No,No,No,4/4/13,2168735f-b438-5783-091a-9d8e621d313c,Organization,company,Dealer.com,https://www.crunchbase.com/organization/dealer-com?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,dealer.com,http://www.dealer.com,https://www.crunchbase.com/organization/dealer-com/primary-image/raw,http://www.facebook.com/DealerDotCom,http://twitter.com/DealerDotCom,http://www.linkedin.com/company/dealer.com,:,Burlington,Vermont,USA,Dealer.com is a provider of a streamlined and intuitive solution for managing dealership marketing and operations.,
womply,Womply,womply.com,"Grow, Protect, & Simplify Your Business",587,96,259,131,127,4,3%,106,25,24%,"2,122","1,684",26%,"1,536",38%,,,,,,4,39,76,394736.84,2011,B,"500 Startups,Asset Management Ventures (AMV),Data Collective,Dave McClure,Merus Capital,Sageview Capital,Streamlined Ventures,TEEC Angel Fund",$30.0MÂ ,11/15/16,"$30,000,000 ",Bay Area,San Francisco,Bay Area,CA,United States,North America,B2B,"analytics,finance,marketing,payments",0,0,0,0,"bars,credit cards,crm,deals,loyalty / rewards,productivity,relationship management,small & medium sized business",No,No,No,4/4/13,d87b7394-8b18-1413-34bd-2c082ba58724,Organization,company,Womply,https://www.crunchbase.com/organization/womply?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,womply.com,http://www.womply.com,https://www.crunchbase.com/organization/womply/primary-image/raw,http://www.facebook.com/womply,http://twitter.com/womply,https://www.linkedin.com/company/womply,:,San Francisco,California,USA,"Womply uses technology and data to grow, protect, and simplify small business",
witech,Cloud4Wi,cloud4wi.com,"Cloud4Wi is an award-winning company that revolutionizes Guest Wi-Fi at retail stores, restaurants, shopping malls and other venues.",588,505,738,70,69,1,1%,63,7,11%,"77,254","71,554",8%,"63,217",22%,,,,,,12,20,136,58823.53,2013,B,,$8.0MÂ ,3/18/16,"$8,000,000 ",Bay Area,San Francisco,Bay Area,CA,United States,North America,"B2B,Marketplace","advertising,analytics,information security,security,telecommunications",0,0,0,0,"cloud computing,collisionconf2015,local,wireless",No,No,No,10/11/13,e0476bf6-0c40-f8a2-0a0f-cfd966e8f6a7,Organization,company,Cloud4Wi,https://www.crunchbase.com/organization/witech?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,cloud4wi.com,http://www.cloud4wi.com,https://www.crunchbase.com/organization/witech/primary-image/raw,http://www.facebook.com/cloud4wi,http://twitter.com/cloud4wii,http://www.linkedin.com/company/cloud4wi,:,San Francisco,California,USA,"Cloud4Wi offers Volare, the industryâ€™s leading services platforms for advanced guest Wi-Fi.",
owneriq,ownerIQ,owneriq.com,"ownerIQ is the first and only second-party data marketplace for brands, retailers and advertisers to share their often related online audiences for dynamic digital advertising. Go beyond traditional media buying models with ownerIQ's data solutions.",588,-7,1,335,308,27,9%,289,46,16%,"27,130","31,995",-15%,"31,050",-13%,,,,,,3,60,111,54054.05,2006,Late,"Atlas Venture,Converge Venture Partners,Dharmesh Shah,Egan-Managed Capital,Kepha Partners,Longworth Venture Partners,Massachusetts Technology Development Corporation",$34.3MÂ ,12/15/16,"$6,000,000 ",Boston,Boston,Boston,MA,United States,North America,B2B,"advertising,analytics,enterprise software,human resources hr,marketing,marketing analytics,media,mobile",0,0,0,0,"advertising platform,digital marketing,mobile advertising",No,No,No,4/4/13,8a0fa477-f85e-45a2-9595-ec3073d5c591,Organization,company,OwnerIQ,https://www.crunchbase.com/organization/owneriq?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,owneriq.com,http://owneriq.com,https://www.crunchbase.com/organization/owneriq/primary-image/raw,http://www.facebook.com/owneriq,http://twitter.com/OwnerIQ,http://www.linkedin.com/company/owneriq-inc.,:,Boston,Massachusetts,USA,"OwnerIQ provides online advertising solutions and marketing channels for brands, retailers, and manufacturers.",
ansira,Ansira,ansira.com,"Ansira leverages data, analytics, insights, strategy, CRM, creative, technology, SEO, SEM and programmatic to deliver unsurpassed results.",604,216,1027,714,716,-2,0%,671,43,6%,"4,786","4,978",-4%,"3,719",29%,,,,,,59,335,7097,Undisclosed,,Exited (acquired),"Frontenac Company,KRG Capital Partners",$0Â ,3/20/12,Undisclosed,St. Louis,St. Louis,St. Louis,MO,United States,North America,B2B,"advertising,analytics,human resources hr,marketing,marketing analytics",0,0,0,0,,Yes,Yes,No,4/4/13,f7cf0a3c-090d-e0d9-7a61-5b49ebf33f13,Organization,company,Ansira,https://www.crunchbase.com/organization/ansira?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,ansira.com,http://www.ansira.com,https://www.crunchbase.com/organization/ansira/primary-image/raw,https://www.facebook.com/ansira-engagement-marketing-112545888830719,,,:,St Louis,Missouri,USA,"Ansira, the first integrated customer engagement agency, leverages superior marketing intelligence to build deeper, more effective",
qubole,Qubole,qubole.com,"Qubole provides a cloud-based platform that allows users to process huge volumes of structured and unstructured data by leveraging clouds such as Amazon Web Services, Google Cloud Platform and Microsoft Azure.",604,409,1788,152,149,3,2%,135,17,13%,"76,214","78,530",-3%,"81,406",-6%,,,,,,13,53,418,71770.33,2011,C,"Anand Rajaram,Charles River Ventures (CRV),Institutional Venture Partners (IVP),Lightspeed Venture Partners,Norwest Venture Partners,Venky Harinarayan",$50.0MÂ ,1/21/16,"$30,000,000 ",Santa Clara,Santa Clara,Bay Area,CA,United States,North America,B2B,"analytics,data storage,enterprise software,finance,human resources hr,information security,marketing,marketing analytics,security,software development,storage",0,0,0,0,,Yes,Yes,No,3/27/14,eadd3cc1-204c-272d-9e96-bc0dd194376b,Organization,company,Qubole,https://www.crunchbase.com/organization/qubole?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,qubole.com,http://www.qubole.com,https://www.crunchbase.com/organization/qubole/primary-image/raw,http://www.facebook.com/qubole,http://twitter.com/qubole,http://www.linkedin.com/company/qubole,:,Mountain View,California,USA,"Qubole delivers a Self-Service Platform for Big Data Analytics built on Amazon, Microsoft and Google Clouds.",
